,id,label,sentence1
40,1009.0,None,Dependent on where you are but there are two options to me : - LOCATION1 general ( LOCATION2 ) A lovely green area with a great view of London
41,1009.0,None,Dependent on where you are but there are two options to me : - LOCATION1 price ( LOCATION2 ) A lovely green area with a great view of London
42,1009.0,None,Dependent on where you are but there are two options to me : - LOCATION1 safety ( LOCATION2 ) A lovely green area with a great view of London
43,1009.0,None,Dependent on where you are but there are two options to me : - LOCATION1 transit location ( LOCATION2 ) A lovely green area with a great view of London
44,100.0,Positive,I used to live in LOCATION1 general and I liked it
51,1010.0,Positive,LOCATION1 transit location 's got good rail links into LOCATION1
52,1011.0,Positive,LOCATION1 general is an up-and-coming inner-London area with easy access to London and LOCATION1
55,1011.0,Positive,LOCATION1 transit location is an up-and-coming inner-London area with easy access to London and LOCATION1
56,1012.0,None,"algate , LOCATION1 general"
57,1012.0,None,"algate , LOCATION1 price"
58,1012.0,None,"algate , LOCATION1 safety"
59,1012.0,None,"algate , LOCATION1 transit location"
60,1013.0,None,Some parts of outer north and west London are in LOCATION1 general although as a county it was abolished years ago
61,1013.0,None,Some parts of outer north and west London are in LOCATION1 price although as a county it was abolished years ago
62,1013.0,None,Some parts of outer north and west London are in LOCATION1 safety although as a county it was abolished years ago
63,1013.0,None,Some parts of outer north and west London are in LOCATION1 transit location although as a county it was abolished years ago
64,1014.0,Negative,LOCATION1 general is not a very nice borough either
68,1015.0,None,"LOCATION1 general is a bit like LOCATION2 , or I guess most other London suburbs"
69,1015.0,None,"LOCATION1 price is a bit like LOCATION2 , or I guess most other London suburbs"
70,1015.0,None,"LOCATION1 safety is a bit like LOCATION2 , or I guess most other London suburbs"
71,1015.0,None,"LOCATION1 transit location is a bit like LOCATION2 , or I guess most other London suburbs"
75,1016.0,Negative,"because LOCATION1 transit location has no busses running through it , it feels nicely tucked away"
76,1017.0,None,We actually went from LOCATION1 general
77,1017.0,None,We actually went from LOCATION1 price
78,1017.0,None,We actually went from LOCATION1 safety
79,1017.0,None,We actually went from LOCATION1 transit location
82,1018.0,Negative,"just keep your wits about you , bad people are everywhere I think you 'll find LOCATION1 safety has a lot more crimes than LOCATION2"
84,1019.0,None,"LOCATION1 general has a lot of good restaurants and shops , it is right next to Hampstead Heath Park"
85,1019.0,None,"LOCATION1 price has a lot of good restaurants and shops , it is right next to Hampstead Heath Park"
86,1019.0,None,"LOCATION1 safety has a lot of good restaurants and shops , it is right next to Hampstead Heath Park"
87,1019.0,None,"LOCATION1 transit location has a lot of good restaurants and shops , it is right next to Hampstead Heath Park"
88,101.0,None,LOCATION1 general is the place for you I 'd like to rent a place and I 've found a lovely apartment off of Oxford Street but I 'd like to know what 's the best area and look at some more properties before I make a decision
89,101.0,None,LOCATION1 price is the place for you I 'd like to rent a place and I 've found a lovely apartment off of Oxford Street but I 'd like to know what 's the best area and look at some more properties before I make a decision
90,101.0,None,LOCATION1 safety is the place for you I 'd like to rent a place and I 've found a lovely apartment off of Oxford Street but I 'd like to know what 's the best area and look at some more properties before I make a decision
91,101.0,None,LOCATION1 transit location is the place for you I 'd like to rent a place and I 've found a lovely apartment off of Oxford Street but I 'd like to know what 's the best area and look at some more properties before I make a decision
92,1020.0,Negative,"But LOCATION1 general is one big dump I do n't know where you got that information from , but it 's not true"
97,1021.0,Positive,For Baker St try LOCATION1 price a borough north of Baker St Cheaper and easier to get to and from
99,1021.0,Positive,For Baker St try LOCATION1 transit location a borough north of Baker St Cheaper and easier to get to and from
100,1022.0,Positive,"LOCATION1 general is quite open , green and well kept"
104,1023.0,Positive,I 'd certainly prefer LOCATION1 general to LOCATION1
108,1024.0,Negative,LOCATION1 general is a little dodgy but in a sense it 's more run down and just looks quite worrying to walk alone there
110,1024.0,Negative,LOCATION1 safety is a little dodgy but in a sense it 's more run down and just looks quite worrying to walk alone there
114,1025.0,Positive,LOCATION1 safety a generally a very safe area so there is no need to be scared of travelling alone
116,1026.0,Negative,"I live in London , i hope you realise that LOCATION1 general is one of the most run down areas of London and it is home to the most notorious estate in the UK"
120,1027.0,Negative,"Although the area has a lacklustre reputation , the housing stock around LOCATION1 general is not cheap at all"
121,1027.0,Negative,"Although the area has a lacklustre reputation , the housing stock around LOCATION1 price is not cheap at all"
127,1028.0,Positive,I agree LOCATION1 transit location is a little better and easy to commute to LOCATION1
128,1029.0,Negative,"LOCATION1 general is an unfashionable postcode area , but the town is a nice place to live and the extensive suburbs provide much scope to find slightly affordable living space"
129,1029.0,Positive,"LOCATION1 price is an unfashionable postcode area , but the town is a nice place to live and the extensive suburbs provide much scope to find slightly affordable living space"
135,102.0,Positive,LOCATION1 transit location station is about a ten minute train ride from the main station at LOCATION1
136,1030.0,Negative,"LOCATION1 general is more rugged , and not so avant-guard , but it has an incredible range of bars and music venues , playing mostly rock music , both small and well-established bands"
140,1031.0,None,I now live in LOCATION1 general with a lovely set of neighbours from all sorts of ethnic backgrounds
141,1031.0,None,I now live in LOCATION1 price with a lovely set of neighbours from all sorts of ethnic backgrounds
142,1031.0,None,I now live in LOCATION1 safety with a lovely set of neighbours from all sorts of ethnic backgrounds
143,1031.0,None,I now live in LOCATION1 transit location with a lovely set of neighbours from all sorts of ethnic backgrounds
144,1032.0,None,I used to live in LOCATION1 general a few years ago
145,1032.0,None,I used to live in LOCATION1 price a few years ago
146,1032.0,None,I used to live in LOCATION1 safety a few years ago
147,1032.0,None,I used to live in LOCATION1 transit location a few years ago
148,1033.0,Positive,"LOCATION1 general is a pleasant enough suburb , but very quite and a fair distance to any large shopping area"
152,1034.0,Positive,I love it around LOCATION1 general
156,1035.0,Positive,Around LOCATION1 general is probably the best choice
160,1036.0,Positive,"LOCATION1 general is pretty good the high street has a good general selection of amenities , its safe ( its the most Jewish of London suburbs , and they are generally a quiet and peaceful bunch ) and it has good transport connections"
162,1036.0,Positive,"LOCATION1 safety is pretty good the high street has a good general selection of amenities , its safe ( its the most Jewish of London suburbs , and they are generally a quiet and peaceful bunch ) and it has good transport connections"
163,1036.0,Positive,"LOCATION1 transit location is pretty good the high street has a good general selection of amenities , its safe ( its the most Jewish of London suburbs , and they are generally a quiet and peaceful bunch ) and it has good transport connections"
164,1037.0,Positive,Yes LOCATION1 general is okay
168,1038.0,None,"Have a look at this link and you 'll see what I 'm talking about : Most younger people like to live nearer the London , so in Zones 2 or 3 . If you live in a not so nice area of Zone 2 ( eg LOCATION2 ) you could rent a decent 2 bed for around 900 per month , but if you wanted to live in a good area of Zone 2 ( eg LOCATION1 general ) you 'd probably be paying double that at least Have a look at websites such as gumtree"
169,1038.0,None,"Have a look at this link and you 'll see what I 'm talking about : Most younger people like to live nearer the London , so in Zones 2 or 3 . If you live in a not so nice area of Zone 2 ( eg LOCATION2 ) you could rent a decent 2 bed for around 900 per month , but if you wanted to live in a good area of Zone 2 ( eg LOCATION1 price ) you 'd probably be paying double that at least Have a look at websites such as gumtree"
170,1038.0,None,"Have a look at this link and you 'll see what I 'm talking about : Most younger people like to live nearer the London , so in Zones 2 or 3 . If you live in a not so nice area of Zone 2 ( eg LOCATION2 ) you could rent a decent 2 bed for around 900 per month , but if you wanted to live in a good area of Zone 2 ( eg LOCATION1 safety ) you 'd probably be paying double that at least Have a look at websites such as gumtree"
171,1038.0,None,"Have a look at this link and you 'll see what I 'm talking about : Most younger people like to live nearer the London , so in Zones 2 or 3 . If you live in a not so nice area of Zone 2 ( eg LOCATION2 ) you could rent a decent 2 bed for around 900 per month , but if you wanted to live in a good area of Zone 2 ( eg LOCATION1 transit location ) you 'd probably be paying double that at least Have a look at websites such as gumtree"
172,1039.0,Positive,May I suggest you look at LOCATION1 general
176,103.0,None,"My husband was born and educated in LOCATION1 general - I was n't born there , but moved out of London and received my secondary ed"
177,103.0,None,"My husband was born and educated in LOCATION1 price - I was n't born there , but moved out of London and received my secondary ed"
178,103.0,None,"My husband was born and educated in LOCATION1 safety - I was n't born there , but moved out of London and received my secondary ed"
179,103.0,None,"My husband was born and educated in LOCATION1 transit location - I was n't born there , but moved out of London and received my secondary ed"
180,1040.0,None,"I 'm in touch with a very nice family , but they live in LOCATION1 general and this is the zone 4 of the London"
181,1040.0,None,"I 'm in touch with a very nice family , but they live in LOCATION1 price and this is the zone 4 of the London"
182,1040.0,None,"I 'm in touch with a very nice family , but they live in LOCATION1 safety and this is the zone 4 of the London"
183,1040.0,None,"I 'm in touch with a very nice family , but they live in LOCATION1 transit location and this is the zone 4 of the London"
184,1041.0,None,I ca n't imagine that someone in e g LOCATION1 general would think it worthwhile to go all the way to e g LOCATION2 to swim
185,1041.0,None,I ca n't imagine that someone in e g LOCATION1 price would think it worthwhile to go all the way to e g LOCATION2 to swim
186,1041.0,None,I ca n't imagine that someone in e g LOCATION1 safety would think it worthwhile to go all the way to e g LOCATION2 to swim
187,1041.0,None,I ca n't imagine that someone in e g LOCATION1 transit location would think it worthwhile to go all the way to e g LOCATION2 to swim
189,1042.0,Negative,LOCATION1 price is quite a long way out and is expensive
191,1042.0,Negative,LOCATION1 transit location is quite a long way out and is expensive
192,1043.0,None,You then go back to your hotel realising it was a big mistake and you should have spent a day in LOCATION1 general instead
193,1043.0,None,You then go back to your hotel realising it was a big mistake and you should have spent a day in LOCATION1 price instead
194,1043.0,None,You then go back to your hotel realising it was a big mistake and you should have spent a day in LOCATION1 safety instead
195,1043.0,None,You then go back to your hotel realising it was a big mistake and you should have spent a day in LOCATION1 transit location instead
196,1044.0,None,For example ; I live in LOCATION1 general but I always say LOCATION2
197,1044.0,None,For example ; I live in LOCATION1 price but I always say LOCATION2
198,1044.0,None,For example ; I live in LOCATION1 safety but I always say LOCATION2
199,1044.0,None,For example ; I live in LOCATION1 transit location but I always say LOCATION2
200,1045.0,Positive,If you go by tube then West LOCATION1 general is nice
204,1046.0,None,On the Kent side there is LOCATION1 general
205,1046.0,None,On the Kent side there is LOCATION1 price
206,1046.0,None,On the Kent side there is LOCATION1 safety
207,1046.0,None,On the Kent side there is LOCATION1 transit location
208,1047.0,None,"Its London : London , borough : LOCATION1 general , area : LOCATION2"
209,1047.0,None,"Its London : London , borough : LOCATION1 price , area : LOCATION2"
210,1047.0,None,"Its London : London , borough : LOCATION1 safety , area : LOCATION2"
211,1047.0,None,"Its London : London , borough : LOCATION1 transit location , area : LOCATION2"
215,1048.0,Negative,Do n't even think about driving If working in LOCATION1 transit location
216,1049.0,Positive,LOCATION1 general is the place for you
223,104.0,Positive,LOCATION1 transit location is on the Metropolitan Line of the Underground ; the trains are frequent and take 35 minutes to LOCATION1
227,1050.0,Positive,At the heart of London is LOCATION1 transit location area which is in accessible proximity to Buckingham Palace
228,1051.0,Positive,( highly recommended ) LOCATION1 general
232,1052.0,Positive,In LOCATION2 LOCATION1 general has some nice streets
238,1053.0,Positive,I lived in LOCATION1 safety for years and years and had no bother
240,1054.0,None,"For example , LOCATION1 general does n't have a cinema ( it used to , a long time ago"
241,1054.0,None,"For example , LOCATION1 price does n't have a cinema ( it used to , a long time ago"
242,1054.0,None,"For example , LOCATION1 safety does n't have a cinema ( it used to , a long time ago"
243,1054.0,None,"For example , LOCATION1 transit location does n't have a cinema ( it used to , a long time ago"
244,1055.0,None,LOCATION1 general is the posh part of LOCATION2 but it still has some horrible estates too
245,1055.0,None,LOCATION1 price is the posh part of LOCATION2 but it still has some horrible estates too
246,1055.0,None,LOCATION1 safety is the posh part of LOCATION2 but it still has some horrible estates too
247,1055.0,None,LOCATION1 transit location is the posh part of LOCATION2 but it still has some horrible estates too
248,1056.0,None,Paul O ' Grady has put LOCATION1 general Dog 's Home on the map Go to Champdogs
249,1056.0,None,Paul O ' Grady has put LOCATION1 price Dog 's Home on the map Go to Champdogs
250,1056.0,None,Paul O ' Grady has put LOCATION1 safety Dog 's Home on the map Go to Champdogs
251,1056.0,None,Paul O ' Grady has put LOCATION1 transit location Dog 's Home on the map Go to Champdogs
252,1057.0,Positive,If you want slightly nicer look at homes in LOCATION1 general
256,1058.0,None,The area around LOCATION2 is well served by the Jubilee Line which takes you directly to Bond Street ( near LOCATION1 general )
257,1058.0,None,The area around LOCATION2 is well served by the Jubilee Line which takes you directly to Bond Street ( near LOCATION1 price )
258,1058.0,None,The area around LOCATION2 is well served by the Jubilee Line which takes you directly to Bond Street ( near LOCATION1 safety )
259,1058.0,None,The area around LOCATION2 is well served by the Jubilee Line which takes you directly to Bond Street ( near LOCATION1 transit location )
260,1059.0,Negative,LOCATION1 general is full of BNP and jobless people
264,105.0,None,I 'm only too glad my parents ( cockneys of the first order ) were not able to see London change so badly One really nice area is LOCATION2 or LOCATION1 general
265,105.0,None,I 'm only too glad my parents ( cockneys of the first order ) were not able to see London change so badly One really nice area is LOCATION2 or LOCATION1 price
266,105.0,None,I 'm only too glad my parents ( cockneys of the first order ) were not able to see London change so badly One really nice area is LOCATION2 or LOCATION1 safety
267,105.0,None,I 'm only too glad my parents ( cockneys of the first order ) were not able to see London change so badly One really nice area is LOCATION2 or LOCATION1 transit location
271,1060.0,Positive,"LOCATION1 transit location has connections to Gatwick and Luton Airports , and lots of cool places that you might want to visit like Brighton"
272,1061.0,Positive,"I used to live on LOCATION1 general Road and to be honest it was the nicest , most fun place ever"
276,1062.0,None,They are very different so it depends on what you think is better LOCATION1 general area is very green with lots of families
277,1062.0,None,They are very different so it depends on what you think is better LOCATION1 price area is very green with lots of families
278,1062.0,None,They are very different so it depends on what you think is better LOCATION1 safety area is very green with lots of families
279,1062.0,None,They are very different so it depends on what you think is better LOCATION1 transit location area is very green with lots of families
282,1063.0,Positive,I 've heard LOCATION1 safety is safe from a police officer but I have no idea how expensive it is
284,1064.0,Positive,"I would say LOCATION1 general , but being one of the nicer areas from your list the housing will be really expensive"
285,1064.0,Negative,"I would say LOCATION1 price , but being one of the nicer areas from your list the housing will be really expensive"
288,1065.0,None,LOCATION1 general : )
289,1065.0,None,LOCATION1 price : )
290,1065.0,None,LOCATION1 safety : )
291,1065.0,None,LOCATION1 transit location : )
292,1066.0,Positive,"LOCATION1 general is gorgeous and has the blend of uber rich and middle class , v"
293,1066.0,Negative,"LOCATION1 price is gorgeous and has the blend of uber rich and middle class , v"
296,1067.0,None,"Contrary to my advice , if you do go there , do n't move to LOCATION1 general"
297,1067.0,None,"Contrary to my advice , if you do go there , do n't move to LOCATION1 price"
298,1067.0,None,"Contrary to my advice , if you do go there , do n't move to LOCATION1 safety"
299,1067.0,None,"Contrary to my advice , if you do go there , do n't move to LOCATION1 transit location"
301,1068.0,Positive,The absolute cheapest part of London to live in is the LOCATION1 price area
304,1069.0,Positive,LOCATION1 general Village near the common is far nicer if you can afford it
305,1069.0,Negative,LOCATION1 price Village near the common is far nicer if you can afford it
308,106.0,None,I come from south London and really want to no why so many people think cockneys only come from LOCATION1 general
309,106.0,None,I come from south London and really want to no why so many people think cockneys only come from LOCATION1 price
310,106.0,None,I come from south London and really want to no why so many people think cockneys only come from LOCATION1 safety
311,106.0,None,I come from south London and really want to no why so many people think cockneys only come from LOCATION1 transit location
312,1070.0,Positive,"For the most part , LOCATION1 general is a nice area"
316,1071.0,None,I live near the m25 next to the LOCATION1 general bridge
317,1071.0,None,I live near the m25 next to the LOCATION1 price bridge
318,1071.0,None,I live near the m25 next to the LOCATION1 safety bridge
319,1071.0,None,I live near the m25 next to the LOCATION1 transit location bridge
320,1072.0,None,"As much as I love LOCATION1 general , I would n't say it 's the best It also depends on what your looking for in an area"
321,1072.0,None,"As much as I love LOCATION1 price , I would n't say it 's the best It also depends on what your looking for in an area"
322,1072.0,None,"As much as I love LOCATION1 safety , I would n't say it 's the best It also depends on what your looking for in an area"
323,1072.0,None,"As much as I love LOCATION1 transit location , I would n't say it 's the best It also depends on what your looking for in an area"
324,1073.0,None,"LOCATION1 general market a plethora of stalls , shops , and foods from all different cultures and countries"
325,1073.0,None,"LOCATION1 price market a plethora of stalls , shops , and foods from all different cultures and countries"
326,1073.0,None,"LOCATION1 safety market a plethora of stalls , shops , and foods from all different cultures and countries"
327,1073.0,None,"LOCATION1 transit location market a plethora of stalls , shops , and foods from all different cultures and countries"
328,1074.0,Positive,go for somewhere as close to LOCATION1 general as possible as its generally safer
330,1074.0,Positive,go for somewhere as close to LOCATION1 safety as possible as its generally safer
332,1075.0,None,these areas are mainly in LOCATION1 general
333,1075.0,None,these areas are mainly in LOCATION1 price
334,1075.0,None,these areas are mainly in LOCATION1 safety
335,1075.0,None,these areas are mainly in LOCATION1 transit location
338,1076.0,Negative,What scares me most is if this is LOCATION1 safety during the day heavens knows what it becomes of a night
340,1077.0,None,Do n't even think of living in LOCATION1 general
341,1077.0,None,Do n't even think of living in LOCATION1 price
342,1077.0,None,Do n't even think of living in LOCATION1 safety
343,1077.0,None,Do n't even think of living in LOCATION1 transit location
344,1078.0,Positive,"I 'D go for LOCATION1 general , if I were YOU"
348,1079.0,Positive,I have lived in LOCATION1 general for the past six years and love it here
352,107.0,Positive,"LOCATION1 general is great too , and the area around liverpool road side would n't be too far from LOCATION2"
356,1080.0,None,It has mainly Muslim immigrants in LOCATION1 general now i live there
357,1080.0,None,It has mainly Muslim immigrants in LOCATION1 price now i live there
358,1080.0,None,It has mainly Muslim immigrants in LOCATION1 safety now i live there
359,1080.0,None,It has mainly Muslim immigrants in LOCATION1 transit location now i live there
360,1081.0,None,The church is st mary le LOCATION1 general LOCATION2 google it
361,1081.0,None,The church is st mary le LOCATION1 price LOCATION2 google it
362,1081.0,None,The church is st mary le LOCATION1 safety LOCATION2 google it
363,1081.0,None,The church is st mary le LOCATION1 transit location LOCATION2 google it
364,1082.0,Positive,"Also LOCATION1 general i like so much , but it 's a bit more expensive"
365,1082.0,Negative,"Also LOCATION1 price i like so much , but it 's a bit more expensive"
368,1083.0,Positive,LOCATION1 general is a pretty nice area
372,1084.0,None,its near the tube stop LOCATION1 general Its a brilliant club and very popular
373,1084.0,None,its near the tube stop LOCATION1 price Its a brilliant club and very popular
374,1084.0,None,its near the tube stop LOCATION1 safety Its a brilliant club and very popular
375,1084.0,None,its near the tube stop LOCATION1 transit location Its a brilliant club and very popular
376,1086.0,None,LOCATION1 general is where the Olympics will take place and they plane to turn the Olympic village into LOCATION1 London
377,1086.0,None,LOCATION1 price is where the Olympics will take place and they plane to turn the Olympic village into LOCATION1 London
378,1086.0,None,LOCATION1 safety is where the Olympics will take place and they plane to turn the Olympic village into LOCATION1 London
379,1086.0,None,LOCATION1 transit location is where the Olympics will take place and they plane to turn the Olympic village into LOCATION1 London
382,1087.0,Negative,LOCATION1 safety in particular is a very high crime area that 's an inflated figure
387,1088.0,Positive,LOCATION1 transit location is however rarther close to the London
388,1089.0,None,LOCATION1 general and LOCATION2 may use `` Kent '' in their postal addresses but they are definitely Boroughs of Greater London
389,1089.0,None,LOCATION1 price and LOCATION2 may use `` Kent '' in their postal addresses but they are definitely Boroughs of Greater London
390,1089.0,None,LOCATION1 safety and LOCATION2 may use `` Kent '' in their postal addresses but they are definitely Boroughs of Greater London
391,1089.0,None,LOCATION1 transit location and LOCATION2 may use `` Kent '' in their postal addresses but they are definitely Boroughs of Greater London
392,108.0,None,"When you say 30 min from LOCATION1 general , is that on the tube"
393,108.0,None,"When you say 30 min from LOCATION1 price , is that on the tube"
394,108.0,None,"When you say 30 min from LOCATION1 safety , is that on the tube"
395,108.0,None,"When you say 30 min from LOCATION1 transit location , is that on the tube"
396,1090.0,Negative,LOCATION1 general is different though- its a bit of a run down area so dont expect too much when you get there however the students take over most of it so you 'll be safe enough
398,1090.0,Positive,LOCATION1 safety is different though- its a bit of a run down area so dont expect too much when you get there however the students take over most of it so you 'll be safe enough
400,1091.0,None,LOCATION1 general feels outside my home area even though I am familiar with the geography of it
401,1091.0,None,LOCATION1 price feels outside my home area even though I am familiar with the geography of it
402,1091.0,None,LOCATION1 safety feels outside my home area even though I am familiar with the geography of it
403,1091.0,None,LOCATION1 transit location feels outside my home area even though I am familiar with the geography of it
404,1092.0,None,Yes LOCATION1 general is south London
405,1092.0,None,Yes LOCATION1 price is south London
406,1092.0,None,Yes LOCATION1 safety is south London
407,1092.0,None,Yes LOCATION1 transit location is south London
408,1093.0,Positive,"As long as you can afford to live in LOCATION1 general , it 's way nicer ( :"
409,1093.0,Negative,"As long as you can afford to live in LOCATION1 price , it 's way nicer ( :"
412,1094.0,None,The LOCATION1 general one has viewing areas across the Olympic site
413,1094.0,None,The LOCATION1 price one has viewing areas across the Olympic site
414,1094.0,None,The LOCATION1 safety one has viewing areas across the Olympic site
415,1094.0,None,The LOCATION1 transit location one has viewing areas across the Olympic site
416,1095.0,None,It was a series of Hamlets and now you see LOCATION2 / LOCATION1 general etc which are areas of London that used to be hamlets
417,1095.0,None,It was a series of Hamlets and now you see LOCATION2 / LOCATION1 price etc which are areas of London that used to be hamlets
418,1095.0,None,It was a series of Hamlets and now you see LOCATION2 / LOCATION1 safety etc which are areas of London that used to be hamlets
419,1095.0,None,It was a series of Hamlets and now you see LOCATION2 / LOCATION1 transit location etc which are areas of London that used to be hamlets
421,1096.0,Positive,"LOCATION1 price was more affordable , still active and young , and on easy transport lines"
423,1096.0,Positive,"LOCATION1 transit location was more affordable , still active and young , and on easy transport lines"
424,1097.0,None,"You can use the areas of LOCATION2 and LOCATION1 general , Grosvenor Square and so on"
425,1097.0,None,"You can use the areas of LOCATION2 and LOCATION1 price , Grosvenor Square and so on"
426,1097.0,None,"You can use the areas of LOCATION2 and LOCATION1 safety , Grosvenor Square and so on"
427,1097.0,None,"You can use the areas of LOCATION2 and LOCATION1 transit location , Grosvenor Square and so on"
428,1098.0,None,LOCATION1 general baby
429,1098.0,None,LOCATION1 price baby
430,1098.0,None,LOCATION1 safety baby
431,1098.0,None,LOCATION1 transit location baby
433,1099.0,Negative,LOCATION1 price has a lot of trendy clubs but you will have to pay around 10-15 for a drink
436,109.0,None,everybody associates LOCATION1 general with a large Indian Community
437,109.0,None,everybody associates LOCATION1 price with a large Indian Community
438,109.0,None,everybody associates LOCATION1 safety with a large Indian Community
439,109.0,None,everybody associates LOCATION1 transit location with a large Indian Community
440,10.0,Negative,steer clear of LOCATION1 general
444,1100.0,None,"LOCATION1 general London Farm has donkey rides , pony-care classes , and milking demonstrations , all available on request , as well as a range of talks on the farm and lots of hands-on-work with the animals"
445,1100.0,None,"LOCATION1 price London Farm has donkey rides , pony-care classes , and milking demonstrations , all available on request , as well as a range of talks on the farm and lots of hands-on-work with the animals"
446,1100.0,None,"LOCATION1 safety London Farm has donkey rides , pony-care classes , and milking demonstrations , all available on request , as well as a range of talks on the farm and lots of hands-on-work with the animals"
447,1100.0,None,"LOCATION1 transit location London Farm has donkey rides , pony-care classes , and milking demonstrations , all available on request , as well as a range of talks on the farm and lots of hands-on-work with the animals"
448,1102.0,None,"Upon tellin ' 'em that she recognised their accents , and askin ' where she was from , she was told `` LOCATION1 general ''"
449,1102.0,None,"Upon tellin ' 'em that she recognised their accents , and askin ' where she was from , she was told `` LOCATION1 price ''"
450,1102.0,None,"Upon tellin ' 'em that she recognised their accents , and askin ' where she was from , she was told `` LOCATION1 safety ''"
451,1102.0,None,"Upon tellin ' 'em that she recognised their accents , and askin ' where she was from , she was told `` LOCATION1 transit location ''"
452,1103.0,None,Good Luck I worked extensively around London and I would agree that LOCATION1 general would not be my first choice to live
453,1103.0,None,Good Luck I worked extensively around London and I would agree that LOCATION1 price would not be my first choice to live
454,1103.0,None,Good Luck I worked extensively around London and I would agree that LOCATION1 safety would not be my first choice to live
455,1103.0,None,Good Luck I worked extensively around London and I would agree that LOCATION1 transit location would not be my first choice to live
456,1104.0,None,"People in LOCATION1 general are playful , you get a lot of themed nights , street art , great cutting edge electronica music and bands"
457,1104.0,None,"People in LOCATION1 price are playful , you get a lot of themed nights , street art , great cutting edge electronica music and bands"
458,1104.0,None,"People in LOCATION1 safety are playful , you get a lot of themed nights , street art , great cutting edge electronica music and bands"
459,1104.0,None,"People in LOCATION1 transit location are playful , you get a lot of themed nights , street art , great cutting edge electronica music and bands"
460,1105.0,Positive,LOCATION1 general is a bit on the expensive side but its worth it
461,1105.0,Negative,LOCATION1 price is a bit on the expensive side but its worth it
464,1106.0,None,LOCATION1 general is full of tourists shopping at Harrods and Harvey Nichols
465,1106.0,None,LOCATION1 price is full of tourists shopping at Harrods and Harvey Nichols
466,1106.0,None,LOCATION1 safety is full of tourists shopping at Harrods and Harvey Nichols
467,1106.0,None,LOCATION1 transit location is full of tourists shopping at Harrods and Harvey Nichols
471,1107.0,Negative,"i live in LOCATION1 transit location at the moment , which is quite far away"
472,1108.0,None,"Talking of trains , to get to the Museum in LOCATION1 general you need to take the DLR ( docklands Light Railway )"
473,1108.0,None,"Talking of trains , to get to the Museum in LOCATION1 price you need to take the DLR ( docklands Light Railway )"
474,1108.0,None,"Talking of trains , to get to the Museum in LOCATION1 safety you need to take the DLR ( docklands Light Railway )"
475,1108.0,None,"Talking of trains , to get to the Museum in LOCATION1 transit location you need to take the DLR ( docklands Light Railway )"
476,1109.0,None,Or LOCATION1 general
477,1109.0,None,Or LOCATION1 price
478,1109.0,None,Or LOCATION1 safety
479,1109.0,None,Or LOCATION1 transit location
482,110.0,Negative,luddite - some areas of London are safer than others and LOCATION1 safety according to the Met has one of the highest crime rates
484,1110.0,Positive,LOCATION1 general is an area on the rise
491,1111.0,Positive,"LOCATION1 transit location around Coram Fields is very central , very 'child-friendly ' , and very 'teen-ager-friendly ' too"
492,1112.0,Positive,LOCATION1 general is far better
496,1113.0,None,"Maybe it 's better to save LOCATION1 general for days and nights out , record shopping , and gigs"
497,1113.0,None,"Maybe it 's better to save LOCATION1 price for days and nights out , record shopping , and gigs"
498,1113.0,None,"Maybe it 's better to save LOCATION1 safety for days and nights out , record shopping , and gigs"
499,1113.0,None,"Maybe it 's better to save LOCATION1 transit location for days and nights out , record shopping , and gigs"
500,1114.0,None,hope i could help a bit I do n't know much about LOCATION2 or LOCATION1 general
